"","company","year","sdg01","sdg02","sdg03","sdg04","sdg05","sdg06","sdg07","sdg08","sdg09","sdg10","sdg11","sdg12","sdg13","sdg14","sdg15","sdg16","sgd17","sdg","doc_id","country","ctrygrp"
"87","ES0178430E18",2020,5,1,36,0,21,3,65,7,6,11,1,1,114,0,28,9,26,64,"ES0178430E18_2020_IR_0.pdf","ES","EUR"
"88","ES0178430E18",2020,2,0,1,0,4,0,9,5,1,7,0,1,17,0,7,3,24,45,"ES0178430E18_2020_SD_0.pdf","ES","EUR"
"89","FI4000297767",2016,1,0,0,1,0,0,0,0,0,4,0,0,24,0,0,2,7,9,"FI4000297767_2016_SR_1.pdf","FI","EUR"
"90","FI4000297767",2016,1,0,1,0,1,0,4,1,0,0,0,0,19,0,2,2,7,0,"FI4000297767_2016_SR_2.pdf","FI","EUR"
"91","FI4000297767",2020,2,1,0,1,3,0,7,4,0,6,0,0,50,0,3,10,11,25,"FI4000297767_2020_SR_1.pdf","FI","EUR"
"92","FI4000297767",2020,1,0,0,0,0,0,2,1,0,0,0,0,35,0,6,1,5,23,"FI4000297767_2020_SR_2.pdf","FI","EUR"
"93","FR0000052292",2016,1,0,5,0,2,5,14,0,0,0,0,0,1,0,0,5,10,12,"FR0000052292_2016_SR_0.pdf","FR","EUR"
"94","FR0000052292",2020,2,0,0,1,0,0,10,2,0,0,0,0,0,0,0,2,8,4,"FR0000052292_2020_IR_0.pdf","FR","EUR"
"95","FR0000073272",2016,0,0,4,0,0,0,5,0,1,9,0,0,12,0,6,2,21,0,"FR0000073272_2016_IR_0.pdf","FR","EUR"
"96","FR0000073272",2020,0,0,0,0,1,0,0,1,2,2,0,0,10,0,0,0,0,1,"FR0000073272_2020_IR_0.pdf","FR","EUR"
"97","FR0000073272",2020,0,0,2,0,15,2,3,1,2,8,0,0,65,0,4,3,14,2,"FR0000073272_2020_IR_2.pdf","FR","EUR"
"98","FR0000120073",2016,1,0,9,0,5,1,37,0,0,2,1,0,11,0,10,2,118,2,"FR0000120073_2016_IR_0.pdf","FR","EUR"
"99","FR0000120073",2020,2,1,23,0,21,4,40,3,0,3,1,1,22,0,51,6,80,13,"FR0000120073_2020_IR_0.pdf","FR","EUR"
"100","FR0000120172",2016,0,5,7,0,15,0,5,1,0,14,0,4,15,0,32,2,10,0,"FR0000120172_2016_IR_0.pdf","FR","EUR"
"101","FR0000120172",2016,1,0,0,0,2,0,0,0,0,4,0,1,0,0,9,0,0,0,"FR0000120172_2016_SR_0.pdf","FR","EUR"
"102","FR0000120172",2020,1,1,2,0,3,0,1,0,0,2,0,0,1,0,5,1,2,0,"FR0000120172_2020_IR_0.pdf","FR","EUR"
"103","FR0000120321",2016,0,0,1,0,20,1,0,2,0,2,0,0,2,0,5,5,10,0,"FR0000120321_2016_GC_0.pdf","FR","EUR"
"104","FR0000120321",2016,0,0,7,0,16,2,12,4,4,7,0,10,20,0,19,2,49,0,"FR0000120321_2016_IR_0.pdf","FR","EUR"
"105","FR0000120321",2016,1,0,0,0,0,1,7,0,3,4,0,5,1,0,16,0,19,1,"FR0000120321_2016_SR_2.pdf","FR","EUR"
"106","FR0000120321",2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,"FR0000120321_2020_CR_0.pdf","FR","EUR"
"107","FR0000120321",2020,0,1,1,0,15,0,2,1,0,2,0,1,2,0,0,4,12,12,"FR0000120321_2020_GC_0.pdf","FR","EUR"
"108","FR0000120321",2020,3,0,11,0,21,5,30,4,4,8,2,6,68,0,73,5,78,32,"FR0000120321_2020_IR_0.pdf","FR","EUR"
"109","FR0000120503",2020,0,0,7,0,0,1,15,0,0,0,0,0,11,0,24,0,4,3,"FR0000120503_2020_IR_0.pdf","FR","EUR"
"110","FR0000120503",2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"FR0000120503_2020_SR_0.pdf","FR","EUR"
"111","FR0000120644",2016,2,11,16,0,3,5,4,1,0,1,0,0,20,0,23,5,18,0,"FR0000120644_2016_IR_0.pdf","FR","EUR"
"112","FR0000120644",2020,4,5,7,0,11,25,7,25,0,5,0,0,83,0,33,3,16,6,"FR0000120644_2020_IR_0.pdf","FR","EUR"
"113","FR0000120693",2016,1,11,0,0,1,1,11,0,0,3,0,1,9,0,25,3,14,4,"FR0000120693_2016_IR_0.pdf","FR","EUR"
"114","FR0000120693",2020,0,2,2,0,1,0,0,1,0,2,0,4,6,0,14,0,0,10,"FR0000120693_2020_IR_0.pdf","FR","EUR"
"115","FR0000120693",2020,0,9,4,0,1,3,12,3,0,0,0,6,38,0,44,4,6,22,"FR0000120693_2020_IR_2.pdf","FR","EUR"
"116","FR0000121261",2016,0,1,7,0,1,2,0,2,0,1,1,1,4,0,2,2,10,0,"FR0000121261_2016_IR_0.pdf","FR","EUR"
"117","FR0000121261",2020,1,0,13,0,4,0,42,6,0,8,0,1,43,0,52,1,149,17,"FR0000121261_2020_IR_0.pdf","FR","EUR"
"118","FR0000121485",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FR0000121485_2016_ER_0.pdf","FR","EUR"
"119","FR0000121485",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FR0000121485_2016_SR_0.pdf","FR","EUR"
"120","FR0000121485",2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"FR0000121485_2020_ER_0.pdf","FR","EUR"
"121","FR0000121485",2020,1,0,3,0,4,2,1,2,6,0,0,0,11,0,38,3,5,34,"FR0000121485_2020_IR_0.pdf","FR","EUR"
"122","FR0000125338",2016,0,0,0,0,0,0,11,0,0,0,0,1,19,0,3,2,1,0,"FR0000125338_2016_ER_0.pdf","FR","EUR"
"123","FR0000125338",2020,0,0,2,0,1,0,2,2,1,1,0,0,8,0,7,1,3,1,"FR0000125338_2020_IR_0.pdf","FR","EUR"
"124","FR0000125486",2016,2,0,1,0,5,5,20,1,0,1,2,0,11,0,73,2,31,0,"FR0000125486_2016_IR_0.pdf","FR","EUR"
"125","FR0000125486",2020,1,0,4,0,12,9,31,3,0,2,2,0,65,0,110,6,27,0,"FR0000125486_2020_IR_0.pdf","FR","EUR"
"126","FR0000127771",2016,0,1,0,0,13,0,6,2,0,10,0,0,4,0,2,3,14,0,"FR0000127771_2016_IR_0.pdf","FR","EUR"
"127","FR0000127771",2020,0,0,18,1,13,1,11,0,0,9,0,1,41,0,8,17,11,10,"FR0000127771_2020_IR_0.pdf","FR","EUR"
"128","FR0000130650",2016,0,0,1,0,10,0,1,0,0,2,0,0,2,0,5,0,3,0,"FR0000130650_2016_IR_0.pdf","FR","EUR"
"129","FR0000130650",2020,0,0,0,0,1,0,0,0,0,1,0,0,12,0,3,0,7,13,"FR0000130650_2020_IR_0.pdf","FR","EUR"
"130","FR0000130809",2016,0,0,4,0,4,0,28,5,0,9,0,0,22,0,10,8,28,0,"FR0000130809_2016_IR_0.pdf","FR","EUR"
"131","FR0000130809",2016,0,0,1,0,3,0,26,0,0,11,0,0,17,0,10,0,22,0,"FR0000130809_2016_SR_0.pdf","FR","EUR"
"132","FR0000130809",2020,1,0,1,0,6,0,10,3,0,2,1,0,9,0,2,8,10,4,"FR0000130809_2020_IR_0.pdf","FR","EUR"
"133","FR0000133308",2016,0,0,0,0,2,0,1,1,0,2,0,0,2,0,7,0,2,1,"FR0000133308_2016_IR_0.pdf","FR","EUR"
"134","FR0000133308",2020,0,1,4,0,30,0,18,0,1,9,1,0,21,0,12,8,9,18,"FR0000133308_2020_IR_0.pdf","FR","EUR"
"135","FR0010220475",2016,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,"FR0010220475_2016_SR_0.pdf","FR","EUR"
"136","FR0010220475",2020,5,0,19,0,2,1,27,11,0,3,10,0,45,0,6,4,153,10,"FR0010220475_2020_IR_0.pdf","FR","EUR"
"137","FR0010307819",2016,13,5,9,3,9,3,41,5,1,8,1,5,17,0,16,11,28,2,"FR0010307819_2016_IR_0.pdf","FR","EUR"
"138","FR0010307819",2020,2,0,25,0,12,1,40,0,0,13,1,3,34,0,13,7,24,14,"FR0010307819_2020_IR_0.pdf","FR","EUR"
"139","IT0000062072",2016,1,0,8,2,0,0,7,1,0,10,1,0,15,0,0,0,3,0,"IT0000062072_2016_SR_0.pdf","IT","EUR"
"140","IT0000062072",2020,2,0,4,0,0,0,10,0,0,7,1,1,59,0,17,1,12,3,"IT0000062072_2020_IR_0.pdf","IT","EUR"
"141","IT0000072618",2016,1,0,0,0,0,0,2,10,0,1,0,0,2,0,0,5,3,0,"IT0000072618_2016_IR_0.pdf","IT","EUR"
"142","IT0000072618",2020,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,2,2,17,"IT0000072618_2020_IR_0.pdf","IT","EUR"
"143","IT0005239360",2016,2,0,17,0,2,0,20,5,0,6,0,0,7,0,4,7,9,0,"IT0005239360_2016_IR_0.pdf","IT","EUR"
"144","IT0005239360",2020,2,0,11,0,1,0,17,5,2,9,0,1,13,0,2,4,8,5,"IT0005239360_2020_IR_0.pdf","IT","EUR"
"145","JE00BYSS4X48",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"JE00BYSS4X48_2020_SR_0.pdf","JE","USA"
"146","JP3116000005",2016,0,0,0,0,0,0,0,1,0,0,0,0,6,0,5,1,1,1,"JP3116000005_2016_SR_0.pdf","JP","JKT"
"147","JP3116000005",2020,0,0,3,0,0,1,23,1,0,1,0,0,30,0,0,1,2,10,"JP3116000005_2020_SR_0.pdf","JP","JKT"
"148","JP3119600009",2016,0,0,1,0,0,1,2,1,0,0,0,1,2,0,3,1,2,0,"JP3119600009_2016_IR_0.pdf","JP","JKT"
"149","JP3119600009",2016,2,17,6,0,2,4,11,6,0,0,1,12,10,0,52,8,26,34,"JP3119600009_2016_SR_0.pdf","JP","JKT"
"150","JP3119600009",2020,0,4,13,0,0,2,6,1,0,0,0,0,22,0,20,1,5,10,"JP3119600009_2020_IR_0.pdf","JP","JKT"
"151","JP3119600009",2020,0,12,17,0,0,5,16,2,0,0,0,4,49,0,21,1,5,24,"JP3119600009_2020_SR_0.pdf","JP","JKT"
"152","JP3122400009",2016,0,0,0,1,0,0,3,1,0,5,0,0,4,0,21,2,5,0,"JP3122400009_2016_SR_0.pdf","JP","JKT"
"153","JP3122400009",2020,0,0,0,0,0,0,25,0,0,0,0,0,38,0,4,0,1,31,"JP3122400009_2020_IR_0.pdf","JP","JKT"
"154","JP3143600009",2016,2,7,1,0,0,7,16,2,0,0,1,0,20,0,44,8,17,34,"JP3143600009_2016_SR_0.pdf","JP","JKT"
"155","JP3143600009",2020,5,7,3,0,2,13,63,2,0,3,0,2,162,0,129,12,25,89,"JP3143600009_2020_SR_0.pdf","JP","JKT"
"156","JP3160400002",2016,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,2,5,"JP3160400002_2016_ER_0.pdf","JP","JKT"
"157","JP3160400002",2016,5,0,3,0,1,5,0,3,0,0,0,1,8,0,1,4,19,13,"JP3160400002_2016_IR_0.pdf","JP","JKT"
"158","JP3160400002",2020,1,0,7,0,0,5,7,5,0,0,0,1,6,0,1,5,12,16,"JP3160400002_2020_SR_0.pdf","JP","JKT"
"159","JP3188220002",2016,0,0,1,0,0,3,1,0,0,0,0,0,6,0,18,2,10,1,"JP3188220002_2016_SR_0.pdf","JP","JKT"
"160","JP3188220002",2020,0,0,26,0,0,0,19,0,0,0,0,0,15,0,0,2,2,6,"JP3188220002_2020_SR_0.pdf","JP","JKT"
"161","JP3197600004",2020,1,0,0,0,0,1,9,0,0,1,0,0,30,0,1,2,5,12,"JP3197600004_2020_IR_0.pdf","JP","JKT"
"162","JP3197800000",2016,0,0,3,0,0,0,7,3,0,1,1,0,3,0,0,3,8,4,"JP3197800000_2016_IR_0.pdf","JP","JKT"
"163","JP3197800000",2020,0,0,1,0,0,1,28,3,0,0,1,1,30,0,0,1,2,26,"JP3197800000_2020_IR_0.pdf","JP","JKT"
"164","JP3198900007",2016,0,0,1,0,0,3,0,3,0,1,0,1,3,0,2,3,0,0,"JP3198900007_2016_SR_0.pdf","JP","JKT"
"165","JP3198900007",2017,1,0,1,0,0,10,3,0,0,1,0,1,1,0,4,2,2,4,"JP3198900007_2017_SR_0.pdf","JP","JKT"
"166","JP3198900007",2018,1,0,1,0,0,10,1,0,0,1,0,1,1,0,8,3,2,7,"JP3198900007_2018_SR_0.pdf","JP","JKT"
"167","JP3198900007",2019,0,0,1,1,0,10,1,3,0,1,0,0,6,0,12,5,3,3,"JP3198900007_2019_SR_0.pdf","JP","JKT"
"168","JP3198900007",2020,0,0,1,1,0,11,0,3,0,1,0,0,17,0,15,8,1,7,"JP3198900007_2020_SR_0.pdf","JP","JKT"
"169","JP3200450009",2016,0,0,0,0,0,0,11,1,0,0,0,0,0,0,3,3,0,0,"JP3200450009_2016_SR_0.pdf","JP","JKT"
"170","JP3200450009",2020,0,0,0,0,0,1,36,0,0,0,3,0,1,0,0,2,2,0,"JP3200450009_2020_SR_0.pdf","JP","JKT"
"171","JP3201200007",2016,1,1,2,1,1,0,1,12,0,6,0,1,6,0,10,1,14,2,"JP3201200007_2016_SR_0.pdf","JP","JKT"
"172","JP3201200007",2020,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4,0,0,"JP3201200007_2020_IR_0.pdf","JP","JKT"
"173","JP3201200007",2020,1,0,1,0,1,1,18,1,0,10,0,0,10,0,8,4,3,2,"JP3201200007_2020_SR_0.pdf","JP","JKT"
"174","JP3205800000",2016,1,1,1,0,0,1,0,2,0,2,0,0,2,0,2,2,4,7,"JP3205800000_2016_SR_0.pdf","JP","JKT"
"175","JP3205800000",2020,0,0,7,0,0,3,6,1,1,0,0,0,15,0,1,3,5,3,"JP3205800000_2020_SR_0.pdf","JP","JKT"
"176","JP3240400006",2016,0,0,1,2,0,2,0,1,0,1,0,0,3,0,5,6,1,0,"JP3240400006_2016_SR_0.pdf","JP","JKT"
"177","JP3240400006",2020,0,0,1,1,0,2,0,0,0,0,0,0,8,0,5,8,2,7,"JP3240400006_2020_SR_0.pdf","JP","JKT"
"178","JP3242800005",2016,4,7,7,11,4,3,28,11,4,1,1,5,24,0,85,18,17,131,"JP3242800005_2016_SR_0.pdf","JP","JKT"
"179","JP3242800005",2020,1,0,1,0,2,0,17,4,0,1,2,3,15,0,39,14,18,68,"JP3242800005_2020_SR_0.pdf","JP","JKT"
"180","JP3258000003",2016,0,0,24,0,0,0,4,2,0,0,0,0,2,0,1,3,4,9,"JP3258000003_2016_SR_0.pdf","JP","JKT"
"181","JP3258000003",2020,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,1,4,0,"JP3258000003_2020_SR_0.pdf","JP","JKT"
"182","JP3304200003",2016,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,2,2,"JP3304200003_2016_SR_0.pdf","JP","JKT"
"183","JP3304200003",2020,3,0,1,0,0,8,10,2,1,4,1,0,31,0,49,3,9,34,"JP3304200003_2020_SR_0.pdf","JP","JKT"
"184","JP3304200003",2020,0,0,0,0,0,0,24,0,0,0,0,0,26,0,0,2,3,1,"JP3304200003_2020_SR_2.pdf","JP","JKT"
"185","JP3351600006",2016,1,0,1,1,6,1,3,1,0,1,0,0,8,0,23,15,11,0,"JP3351600006_2016_SR_0.pdf","JP","JKT"
"186","JP3351600006",2020,1,0,0,0,9,0,19,0,0,0,0,0,10,0,10,2,1,3,"JP3351600006_2020_SR_0.pdf","JP","JKT"
"187","JP3358000002",2016,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"JP3358000002_2016_SR_0.pdf","JP","JKT"
"188","JP3358000002",2020,0,0,1,7,0,0,2,0,0,0,0,0,0,0,0,0,5,5,"JP3358000002_2020_SR_0.pdf","JP","JKT"
"189","JP3371200001",2016,0,0,0,1,0,2,3,1,0,2,0,0,16,0,21,2,8,8,"JP3371200001_2016_SR_0.pdf","JP","JKT"
"190","JP3371200001",2020,3,10,46,1,0,21,30,0,3,2,7,4,94,0,31,6,16,38,"JP3371200001_2020_SR_0.pdf","JP","JKT"
"191","JP3381000003",2016,0,0,0,0,0,0,14,2,0,0,0,0,7,0,7,0,1,0,"JP3381000003_2016_SR_0.pdf","JP","JKT"
"192","JP3381000003",2020,0,0,0,0,0,1,13,4,0,1,2,0,34,0,17,1,7,14,"JP3381000003_2020_SR_0.pdf","JP","JKT"
"193","JP3397200001",2016,0,4,0,0,0,8,0,0,0,0,0,0,0,0,17,2,4,0,"JP3397200001_2016_SR_0.pdf","JP","JKT"
"194","JP3397200001",2020,0,0,3,2,1,9,1,3,1,1,0,1,18,0,26,6,9,6,"JP3397200001_2020_SR_0.pdf","JP","JKT"
"195","JP3421800008",2020,0,0,0,0,0,0,3,0,1,0,0,0,7,0,0,34,2,7,"JP3421800008_2020_SR_0.pdf","JP","JKT"
"196","JP3422950000",2016,4,5,0,0,0,5,22,0,0,0,0,0,12,0,11,6,17,9,"JP3422950000_2016_SR_0.pdf","JP","JKT"
"197","JP3422950000",2016,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,"JP3422950000_2016_SR_2.pdf","JP","JKT"
"198","JP3422950000",2020,3,2,1,0,2,10,32,1,0,0,0,0,38,0,17,5,28,25,"JP3422950000_2020_SR_0.pdf","JP","JKT"
"199","JP3422950000",2020,2,0,0,0,0,0,6,1,0,0,0,0,16,0,0,10,4,11,"JP3422950000_2020_SR_2.pdf","JP","JKT"
"200","JP3463000004",2016,6,5,13,0,4,7,6,10,0,1,0,0,15,0,18,6,11,57,"JP3463000004_2016_SR_0.pdf","JP","JKT"
"201","JP3463000004",2020,0,0,31,7,0,1,21,0,0,1,0,0,37,0,2,7,2,3,"JP3463000004_2020_SR_0.pdf","JP","JKT"
"202","JP3475350009",2016,0,6,6,0,1,0,0,0,0,0,0,0,8,0,6,15,9,8,"JP3475350009_2016_SR_0.pdf","JP","JKT"
"203","JP3475350009",2020,1,1,3,0,0,0,12,1,0,3,1,0,19,0,0,3,24,17,"JP3475350009_2020_SR_0.pdf","JP","JKT"
"204","JP3476480003",2016,1,1,1,1,2,0,2,2,0,1,0,1,1,0,8,11,5,0,"JP3476480003_2016_SR_0.pdf","JP","JKT"
"205","JP3476480003",2020,1,1,0,0,0,0,5,2,0,2,0,0,50,0,1,11,7,12,"JP3476480003_2020_SR_0.pdf","JP","JKT"
"206","JP3496400007",2016,0,0,1,0,0,0,1,1,0,0,0,0,1,0,3,2,0,0,"JP3496400007_2016_SR_0.pdf","JP","JKT"
"207","JP3496400007",2020,0,0,6,1,1,1,36,14,13,1,4,0,17,0,19,22,42,65,"JP3496400007_2020_SR_0.pdf","JP","JKT"
"208","JP3497400006",2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,"JP3497400006_2016_SR_0.pdf","JP","JKT"
"209","JP3497400006",2020,1,0,0,0,0,0,2,0,0,0,3,0,10,0,42,1,2,22,"JP3497400006_2020_SR_0.pdf","JP","JKT"
"210","JP3505000004",2016,1,0,0,0,4,1,100,3,0,2,4,4,32,0,110,3,21,24,"JP3505000004_2016_SR_0.pdf","JP","JKT"
"211","JP3505000004",2020,1,0,0,0,2,2,186,8,0,23,0,1,145,0,130,15,14,44,"JP3505000004_2020_SR_0.pdf","JP","JKT"
"212","JP3519400000",2016,1,0,0,0,1,1,0,1,0,2,0,0,4,0,3,1,7,6,"JP3519400000_2016_IR_0.pdf","JP","JKT"
"213","JP3519400000",2020,0,0,0,0,0,0,2,0,0,0,0,0,16,0,8,1,5,5,"JP3519400000_2020_IR_0.pdf","JP","JKT"
"214","JP3519400000",2020,1,0,0,0,0,3,7,0,0,0,0,0,15,0,5,2,5,1,"JP3519400000_2020_SR_0.pdf","JP","JKT"
"215","JP3538800008",2016,0,0,0,0,0,0,5,1,0,0,0,0,3,0,1,2,2,0,"JP3538800008_2016_SR_0.pdf","JP","JKT"
"216","JP3538800008",2020,1,4,12,6,2,1,46,4,1,5,0,3,63,0,34,2,16,58,"JP3538800008_2020_SR_0.pdf","JP","JKT"
"217","JP3546800008",2016,0,0,2,0,0,0,2,0,0,0,0,0,3,0,11,3,5,5,"JP3546800008_2016_SR_0.pdf","JP","JKT"
"218","JP3546800008",2020,0,0,0,0,0,0,8,1,0,0,0,0,14,0,7,3,3,2,"JP3546800008_2020_SR_0.pdf","JP","JKT"
"219","JP3551500006",2016,0,0,1,0,0,0,2,1,0,0,2,0,0,0,2,7,1,0,"JP3551500006_2016_IR_0.pdf","JP","JKT"
"220","JP3551500006",2020,0,1,2,0,0,0,24,0,0,0,0,0,8,0,2,126,2,26,"JP3551500006_2020_IR_0.pdf","JP","JKT"
"221","JP3566800003",2016,0,0,0,7,0,0,4,1,0,0,0,0,0,0,0,0,0,0,"JP3566800003_2016_IR_0.pdf","JP","JKT"
"222","JP3566800003",2020,0,0,0,5,2,0,4,1,1,1,1,0,2,0,1,6,3,5,"JP3566800003_2020_SR_0.pdf","JP","JKT"
"223","JP3571400005",2016,2,0,1,2,0,1,1,5,0,0,0,1,7,0,3,3,4,17,"JP3571400005_2016_SR_0.pdf","JP","JKT"
"224","JP3571400005",2020,0,0,0,0,0,0,20,1,0,0,0,1,15,0,5,0,3,17,"JP3571400005_2020_SR_0.pdf","JP","JKT"
"225","JP3592200004",2016,0,0,0,0,0,0,6,0,0,0,0,1,7,0,2,4,0,0,"JP3592200004_2016_IR_0.pdf","JP","JKT"
"226","JP3592200004",2016,3,1,2,1,0,0,14,1,0,4,1,2,14,0,20,6,17,4,"JP3592200004_2016_SR_0.pdf","JP","JKT"
"227","JP3592200004",2020,1,0,0,0,0,1,23,1,0,1,0,1,19,0,9,4,5,13,"JP3592200004_2020_IR_0.pdf","JP","JKT"
"228","JP3592200004",2020,1,1,2,0,1,1,41,2,0,3,0,2,75,0,83,9,16,46,"JP3592200004_2020_SR_0.pdf","JP","JKT"
"229","JP3633400001",2016,0,0,0,0,0,3,16,3,0,0,0,1,15,0,24,0,8,0,"JP3633400001_2016_ER_0.pdf","JP","JKT"
"230","JP3633400001",2016,0,1,1,0,0,4,18,4,0,0,1,2,17,0,31,4,29,2,"JP3633400001_2016_SR_0.pdf","JP","JKT"
"231","JP3633400001",2020,0,0,0,0,0,1,31,1,0,0,0,0,38,0,20,0,10,49,"JP3633400001_2020_ER_0.pdf","JP","JKT"
"232","JP3633400001",2020,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,3,4,20,"JP3633400001_2020_SR_0.pdf","JP","JKT"
"233","JP3634600005",2016,0,0,0,2,0,0,3,3,0,0,0,0,4,0,14,1,0,0,"JP3634600005_2016_SR_0.pdf","JP","JKT"
"234","JP3634600005",2020,0,0,0,3,0,4,26,5,0,1,0,0,11,0,20,2,2,15,"JP3634600005_2020_SR_0.pdf","JP","JKT"
"235","JP3726800000",2016,2,0,1,1,1,1,5,1,0,0,2,0,5,0,16,2,0,0,"JP3726800000_2016_SR_0.pdf","JP","JKT"
"236","JP3726800000",2020,1,0,5,0,2,3,0,1,0,0,0,0,16,0,2,4,10,13,"JP3726800000_2020_SR_0.pdf","JP","JKT"
"237","JP3732000009",2016,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,"JP3732000009_2016_SR_0.pdf","JP","JKT"
"238","JP3732000009",2020,0,0,1,0,0,3,83,0,1,1,0,1,67,0,27,35,12,328,"JP3732000009_2020_SR_0.pdf","JP","JKT"
"239","JP3734800000",2016,1,0,0,0,0,0,12,0,0,0,0,3,3,0,3,0,11,11,"JP3734800000_2016_SR_0.pdf","JP","JKT"
"240","JP3734800000",2020,1,0,1,0,0,0,11,1,2,0,0,2,33,0,1,0,3,11,"JP3734800000_2020_SR_0.pdf","JP","JKT"
"241","JP3735400008",2016,0,0,1,1,1,0,29,3,0,4,0,0,39,0,88,6,4,5,"JP3735400008_2016_SR_0.pdf","JP","JKT"
"242","JP3735400008",2020,0,1,1,0,2,1,58,0,0,3,0,0,45,0,19,3,3,8,"JP3735400008_2020_SR_0.pdf","JP","JKT"
"243","JP3752900005",2020,2,0,1,0,0,0,0,0,0,0,0,0,17,0,2,1,8,21,"JP3752900005_2020_SR_0.pdf","JP","JKT"
"244","JP3756100008",2020,0,0,0,0,0,1,0,1,0,1,0,0,14,0,0,7,5,31,"JP3756100008_2020_SR_0.pdf","JP","JKT"
"245","JP3762600009",2016,0,0,1,0,0,0,2,10,0,1,0,0,7,0,0,6,13,7,"JP3762600009_2016_IR_0.pdf","JP","JKT"
"246","JP3762600009",2020,0,0,2,0,0,0,1,1,0,1,0,0,18,0,1,2,1,17,"JP3762600009_2020_IR_0.pdf","JP","JKT"
"247","JP3762800005",2016,0,0,0,0,0,0,1,0,0,2,0,1,1,0,2,1,2,6,"JP3762800005_2016_IR_0.pdf","JP","JKT"
"248","JP3762800005",2020,0,0,0,0,0,0,21,0,0,0,0,0,22,0,2,2,4,3,"JP3762800005_2020_IR_0.pdf","JP","JKT"
"249","JP3762800005",2020,0,0,0,0,0,1,30,2,0,1,0,0,38,0,7,0,6,7,"JP3762800005_2020_SR_0.pdf","JP","JKT"
"250","JP3778630008",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"JP3778630008_2016_SR_0.pdf","JP","JKT"
"251","JP3778630008",2020,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,8,1,2,"JP3778630008_2020_IR_0.pdf","JP","JKT"
"252","JP3783600004",2016,0,0,0,0,1,1,14,3,0,1,1,0,4,0,4,6,2,0,"JP3783600004_2016_SR_0.pdf","JP","JKT"
"253","JP3783600004",2020,0,0,0,0,0,0,14,0,0,0,0,0,10,0,3,9,4,6,"JP3783600004_2020_IR_0.pdf","JP","JKT"
"254","JP3788600009",2016,0,0,0,0,0,1,10,1,0,1,0,0,4,0,5,4,7,15,"JP3788600009_2016_IR_0.pdf","JP","JKT"
"255","JP3788600009",2016,3,0,2,0,0,1,14,9,0,1,0,0,21,0,25,6,14,17,"JP3788600009_2016_SR_0.pdf","JP","JKT"
"256","JP3788600009",2020,0,0,2,0,0,0,29,8,0,0,0,0,38,0,11,3,2,4,"JP3788600009_2020_IR_0.pdf","JP","JKT"
"257","JP3788600009",2020,1,1,2,0,1,0,39,5,0,1,0,0,49,0,20,10,11,49,"JP3788600009_2020_SR_0.pdf","JP","JKT"
"258","JP3802300008",2016,3,0,3,0,0,1,0,3,0,0,0,0,1,0,0,2,4,4,"JP3802300008_2016_SR_0.pdf","JP","JKT"
"259","JP3802300008",2020,0,0,0,0,0,0,1,0,1,1,0,0,6,0,1,2,2,4,"JP3802300008_2020_SR_0.pdf","JP","JKT"
"260","JP3802400006",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JP3802400006_2016_SR_0.pdf","JP","JKT"
"261","JP3802400006",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JP3802400006_2017_SR_0.pdf","JP","JKT"
"262","JP3802400006",2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"JP3802400006_2018_SR_0.pdf","JP","JKT"
"263","JP3802400006",2019,0,0,0,0,0,0,2,1,0,0,0,0,12,0,2,0,9,34,"JP3802400006_2019_SR_0.pdf","JP","JKT"
"264","JP3802400006",2020,0,0,0,0,0,0,3,1,0,0,0,0,19,0,3,9,5,10,"JP3802400006_2020_SR_0.pdf","JP","JKT"
"265","JP3802400006",2021,0,0,0,0,0,0,1,1,0,0,0,0,18,0,3,7,5,15,"JP3802400006_2021_SR_0.pdf","JP","JKT"
"266","JP3814000000",2016,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,5,7,5,"JP3814000000_2016_IR_0.pdf","JP","JKT"
